,dataset,zarr_name,zarr_path,size_mb,n_files,has_zmetadata
353,snowmelt,snowmelt.2001_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2001_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,68.620408,974,True
354,t2m,t2m.2001_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2001_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,700.974028,32,True
355,ff10m,ff10m.2001_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2001_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,885.938312,32,True
356,snowmelt,snowmelt.2001_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2001_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,13.06815,1038,True
357,ff10m,ff10m.2001_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2001_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,353.698227,22,True
358,t2m,t2m.2001_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2001_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,723.969805,33,True
359,precip,precip.2001_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2001_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,898.506638,33,True
360,snowmelt,snowmelt.2001_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2001_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,14.34572,1038,True
361,precip,precip.2001_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2001_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,908.993778,33,True
362,ff10m,ff10m.2001_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2001_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,902.074186,33,True
363,t2m,t2m.2001_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2001_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,734.102377,33,True
364,ff10m,ff10m.2001_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2001_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,896.121205,33,True
365,t2m,t2m.2001_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2001_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,715.913691,33,True
366,precip,precip.2001_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2001_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,852.276818,33,True
367,snowmelt,snowmelt.2001_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2001_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,61.146473,1038,True
368,snowmelt,snowmelt.2002_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2002_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,78.937825,974,True
369,t2m,t2m.2002_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2002_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,699.924737,32,True
370,ff10m,ff10m.2002_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2002_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,883.13029,32,True
371,precip,precip.2002_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2002_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,854.542453,32,True
372,t2m,t2m.2002_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2002_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,722.920409,33,True
373,snowmelt,snowmelt.2002_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2002_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,10.366143,1038,True
374,precip,precip.2002_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2002_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,899.866591,33,True
375,ff10m,ff10m.2002_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2002_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,891.534781,33,True
376,ff10m,ff10m.2002_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2002_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,902.89471,33,True
377,precip,precip.2002_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2002_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,908.900364,33,True
378,snowmelt,snowmelt.2002_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2002_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,10.315751,1038,True
379,t2m,t2m.2002_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2002_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,733.370387,33,True
380,precip,precip.2002_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2002_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,859.810078,33,True
381,snowmelt,snowmelt.2002_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2002_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,59.801282,1038,True
382,ff10m,ff10m.2002_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2002_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,903.854016,33,True
383,t2m,t2m.2002_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2002_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,234.868588,20,True
384,snowmelt,snowmelt.2003_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2003_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,89.89143,974,True
385,t2m,t2m.2003_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2003_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,700.186353,32,True
386,precip,precip.2003_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2003_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,868.392835,32,True
387,ff10m,ff10m.2003_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2003_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,392.194707,22,True
388,ff10m,ff10m.2003_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2003_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,844.402721,32,True
389,snowmelt,snowmelt.2003_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2003_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,19.753613,1038,True
390,precip,precip.2003_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2003_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,198.267864,18,True
391,t2m,t2m.2003_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2003_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,724.8049,33,True
392,ff10m,ff10m.2003_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2003_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,902.690946,33,True
393,snowmelt,snowmelt.2003_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2003_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,11.366533,1038,True
394,precip,precip.2003_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2003_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,919.903709,33,True
395,t2m,t2m.2003_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2003_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,734.288099,33,True
396,t2m,t2m.2003_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2003_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,716.128574,33,True
397,ff10m,ff10m.2003_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2003_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,558.073802,26,True
398,snowmelt,snowmelt.2003_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2003_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,71.811245,1038,True
399,precip,precip.2003_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2003_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,772.941364,32,True
400,precip,precip.2004_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2004_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,855.123583,33,True
401,ff10m,ff10m.2004_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2004_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,892.934425,33,True
402,snowmelt,snowmelt.2004_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2004_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,81.949708,1038,True
403,t2m,t2m.2004_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2004_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,708.25655,33,True
404,precip,precip.2004_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2004_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,903.19639,33,True
405,t2m,t2m.2004_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2004_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,724.101156,33,True
406,ff10m,ff10m.2004_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2004_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,843.644335,32,True
407,snowmelt,snowmelt.2004_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2004_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,16.648209,1038,True
408,precip,precip.2004_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2004_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,892.990205,33,True
409,t2m,t2m.2004_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2004_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,734.075363,33,True
410,snowmelt,snowmelt.2004_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2004_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,12.507599,1038,True
411,ff10m,ff10m.2004_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2004_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,902.681627,33,True
412,t2m,t2m.2004_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2004_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,715.57799,33,True
413,snowmelt,snowmelt.2004_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2004_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,83.619642,1038,True
414,precip,precip.2004_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2004_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,833.431938,33,True
415,ff10m,ff10m.2004_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2004_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,897.752227,33,True
416,snowmelt,snowmelt.2005_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2005_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,91.779356,974,True
417,ff10m,ff10m.2005_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2005_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,393.713548,22,True
418,precip,precip.2005_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2005_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,871.160681,32,True
419,t2m,t2m.2005_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2005_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,701.110408,32,True
420,ff10m,ff10m.2005_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2005_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,892.161025,33,True
421,snowmelt,snowmelt.2005_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2005_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,10.755327,1038,True
422,t2m,t2m.2005_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2005_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,564.946287,29,True
423,precip,precip.2005_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2005_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,891.013015,33,True
424,t2m,t2m.2005_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2005_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,692.209826,32,True
425,snowmelt,snowmelt.2005_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2005_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,11.176122,1038,True
426,ff10m,ff10m.2005_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2005_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,460.713027,24,True
427,precip,precip.2005_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2005_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,901.384345,33,True
428,precip,precip.2005_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2005_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,848.833823,33,True
429,snowmelt,snowmelt.2005_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2005_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,95.560696,1038,True
430,t2m,t2m.2005_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2005_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,714.000985,33,True
431,ff10m,ff10m.2005_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2005_OND.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,899.038333,33,True
432,ff10m,ff10m.2006_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2006_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,591.09184,26,True
433,t2m,t2m.2006_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2006_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,701.29329,32,True
434,snowmelt,snowmelt.2006_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2006_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,85.876507,974,True
435,precip,precip.2006_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2006_JFM.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,854.445345,32,True
436,precip,precip.2006_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/precip/precip.2006_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,906.654477,33,True
437,ff10m,ff10m.2006_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2006_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,892.036299,33,True
438,t2m,t2m.2006_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/t2m/t2m.2006_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,724.59809,33,True
439,snowmelt,snowmelt.2006_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2006_AMJ.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,19.056909,1038,True
440,snowmelt,snowmelt.2006_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/snowmelt/snowmelt.2006_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,10.361834,1038,True
441,ff10m,ff10m.2006_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,s3://nasa-cryo-scratch/jkingslake/Daily-2km-zarr/ff10m/ff10m.2006_JAS.BN_RACMO2.3p2_ANT27_ERA5_3h.AIS.2km.DD.zarr,902.143892,33,True
